predicted,actual
21.52,15
19.77,0
23.96,19
34.57,37
52.4,64
28.97333333333333,25
41.34,40
13.78,0
47.06,55
36.09,44
50.74,64
66.6,76
11.61,1
40.11,39
13.43,0
17.33,2
15.32,0
7.74,0
43.26,52
38.49,38
49.25,59
23.82,26
31.18,35
7.95,1
44.54,53
49.31,64
24.04,16
49.82,55
48.56,58
51.54,60
25.88,26
30.38,32
54.65,67
20.66,9
37.45,44
49.47,60
29.83,28
41.24,49
9.2,0
49.52,60
7.63,2
35.85,37
60.05,69
19.05,19
21.36,24
27.48,29
36.99,42
16.636666666666667,0
27.58,32
10.67,0
4.84,0
13.91,3
5.576666666666667,2
11.453333333333335,0
17.29,0
9.68,0
20.33,11
26.53,26
49.57,60
45.47,39
58.91,70
28.2,30
42.22,53
10.75,0
49.84,58
17.27,0
10.29,0
18.15,0
25.42,23
30.61,38
14.56,0
55.72,63
50.65,63
13.34,0
42.27,48
14.41,0
50.33,59
8.12,0
11.59,0
50.83,51
20.5625,0
62.545,68
45.01,56
56.06,69
41.38,44
57.3,66
47.2,57
34.25,42
43.3,41
18.29,10
14.89,0
56.59,70
37.93,43
28.15,13
55.12,63
47.86,55
31.63,24
51.19666666666667,55
71.0,74
6.716666666666666,0
16.59,0
42.26,56
22.22,14
38.54,37
9.42,0
6.44,0
42.60333333333334,47
39.6,39
54.42,71
38.1,40
24.06,15
34.3,38
43.54,54
43.95,42
38.08,38
53.19,60
8.62,0
5.9,0
18.59,15
7.01,0
47.41,59
43.1,44
13.58,0
36.6,33
10.58,0
35.58,38
42.95,46
15.13,0
24.54,17
51.18,65
58.15,70
42.44,58
13.97,0
45.0,51
15.24,3
34.105,37
63.43,76
19.52,12
44.82,46
13.926666666666666,0
59.17,64
43.03,51
16.5,12
65.69,80
7.47,0
49.58,72
42.75,51
55.2,66
12.47,0
40.73,51
33.81,37
50.63,56
44.03,52
63.5,75
12.77,0
53.05,65
16.01,0
30.28,31
38.77,38
30.93,35
54.7,65
40.14,49
50.75,63
9.31,0
34.38,35
6.56,0
50.43,58
41.79,53
9.28,0
12.51,0
42.28,50
56.53,74
10.25,0
27.92,35
60.5,69
54.62,71
47.17,54
34.54,31
67.18,77
12.43,0
31.04,32
48.64,51
35.77,33
35.97,38
40.24,52
17.44,0
55.60666666666666,59
28.83,33
49.27,57
56.36,71
62.1,67
53.57,70
31.94,37
38.97,49
19.92,8
35.68,33
56.58,64
49.11,60
21.75,13
21.5,6
29.9,20
64.73,75
7.75,1
50.43,61
13.66,4
9.86,0
37.93,36
31.96,31
42.16,46
56.24,64
40.75,48
60.67,69
19.58,14
39.6,54
44.95,59
66.64,74
40.78,54
40.02,44
39.84,43
18.97,0
15.85,0
14.81,1
52.35,71
10.23,0
36.06,45
34.73,38
37.53,33
31.76,34
33.26,34
6.48,0
39.32,46
21.09,9
16.54,0
35.26,34
47.63,47
47.98,62
16.62,3
39.82,46
49.86,73
8.15,0
12.26,0
50.43,70
37.34,34
59.52,71
31.43,34
57.25,67
40.72,45
34.4125,30
6.56,0
9.59,0
56.88,72
41.13,48
45.35,57
6.96,0
10.01,0
52.1,59
60.52,69
54.44,68
23.43,23
42.57,45
30.24,31
42.11,44
35.24,43
44.92,52
17.65,2
8.68,0
26.77,22
9.56,0
12.81,0
13.32,15
15.76,0
19.27,11
11.77,0
6.8,0
14.25,4
51.22,61
14.15,12
31.61,37
35.59,55
45.07,56
41.86,49
63.91,74
55.43,61
37.46,45
13.24,0
15.44,0
6.32,0
45.26,52
8.966666666666667,0
44.03,52
33.92333333333333,40
44.43,48
13.57,0
13.6,4
44.8,51
2.19,0
51.35,61
43.59333333333334,56
43.9,47
15.15,0
64.12,68
50.08,46
59.22,73
41.81,54
55.315,55
42.75,49
16.15,0
54.59,57
53.16,55
11.27,0
51.08,62
30.65,35
28.16,14
12.27,0
49.974,62
47.97,56
17.5,2
9.93,0
40.89,41
71.26,81
38.03,44
39.3,41
41.79,38
36.24,34
62.77,62
67.32,81
20.2,7
51.16,63
50.06,63
11.41,0
39.11,45
11.84,0
17.63,0
43.22,58
18.76,0
23.34,0
9.3125,0
8.08,0
9.03,0
38.24,42
33.88,41
19.65,0
59.69,71
67.21674999999999,75
37.65,41
25.5,23
15.26,0
10.07,0
50.75,62
37.93,45
9.53,0
70.8,78
56.27,65
35.57,42
66.91,79
10.5,0
27.07,28
32.85,26
33.74,34
63.17,77
42.54,42
49.98,49
33.12,36
13.42,0
74.42,86
7.8,0
69.17,75
17.76,0
45.79,57
40.08,39
43.65,51
7.746666666666666,0
9.16,0
18.93,15
9.319047619047621,0
40.83,44
34.28,30
14.42,10
39.5,40
8.89,0
47.97,57
46.62,49
11.09,3
38.13,44
45.88,53
39.49,38
36.84,40
35.49,41
10.3,0
48.37,56
40.4,47
30.04,33
14.39,0
19.67,15
14.71,2
21.47,18
50.27,62
12.86,0
30.81,27
38.73,37
23.76,27
11.75,0
36.11,43
52.88,66
31.94,35
10.5,0
32.86,37
10.78,0
62.65,74
35.11,37
49.84,51
9.56,0
8.863333333333333,0
10.86,0
67.4,78
14.68,4
60.17,71
39.79,50
62.79,73
12.92,6
31.6,32
67.81,86
57.52,67
2.64,0
14.13,0
28.68,24
42.97,46
53.47,59
21.59,15
51.91,60
48.04,52
15.04,0
10.24,0
42.37,42
57.27,76
33.46,37
48.97,48
60.9,76
37.41,41
6.07,0
51.27,60
49.42,61
9.67,0
44.04,51
46.64,56
14.0,3
32.6,31
46.37,55
8.34,0
13.01,0
9.21,0
10.54,0
50.86,60
47.53,54
8.86,0
42.49,47
10.97,9
29.34,25
38.04,40
15.194,0
11.49,0
11.9,2
52.43,62
59.8,62
6.28,0
60.59,76
11.6,0
24.34,24
7.75,0
54.5,63
34.6,38
59.7,69
10.99,0
39.05,47
47.18,50
14.32,0
35.86,38
36.87,38
27.92,22
44.77,50
24.0,26
13.1,0
11.09,0
51.69,69
64.15,67
43.97,52
68.73,81
40.79,41
18.236,0
38.7,44
55.526666666666664,60
11.11,0
34.98,37
33.9,35
30.25,28
67.28,74
63.99,69
10.41,0
13.02,0
59.92,69
39.68,51
29.96,27
49.36,61
62.27,78
6.2,0
50.11,61
7.73,0
47.36,56
28.226666666666667,12
6.17,0
66.21,73
63.61,77
52.73,57
14.62,0
61.75,75
30.19,16
5.66,0
16.89,0
48.95,54
65.58,76
12.788,0
14.62,0
31.49,31
8.75,0
17.07,0
53.11,64
50.99,61
38.4,52
6.63,0
52.56,69
44.5,54
47.02,53
10.01,0
16.11,2
9.6,0
38.01333333333333,43
18.41,0
20.05,0
11.4,0
53.36,64
60.23,73
37.82,48
31.7,26
47.91,55
33.84,31
9.15,0
16.17,15
5.38,0
16.95,0
38.45,46
9.9,0
47.99,58
26.982,27
31.99,34
44.71,51
45.35,66
9.58,0
10.39,0
40.86,48
33.97,33
43.64,45
13.6,8
32.13,39
43.59,49
11.9,0
39.47,49
47.15,50
9.88,0
20.17,9
50.99,68
20.49,14
39.99,46
9.02,1
68.49,75
3.85,0
20.04,0
27.66,18
13.44,4
20.22,9
2.82,0
51.29,63
75.42,90
60.3,69
23.91,18
17.44,7
52.47,56
30.58,29
44.46,49
4.51,0
32.44,40
17.91,17
48.43,52
62.79,74
11.29,0
7.36,0
45.145333333333326,10
13.51,0
61.41,68
15.42,0
31.93,36
43.38,52
18.3,16
8.69,0
42.54,51
44.41,54
50.565,63
9.86,0
59.49,70
60.28,71
45.71,52
15.14,0
38.58,44
32.84,31
11.0,4
19.67,7
15.04,1
48.46,53
48.1,56
29.13,28
42.96333333333334,52
59.81,66
51.54,52
12.55,0
10.09,0
50.69,64
9.58,0
40.18,45
39.43,36
29.46,29
33.784,28
40.84,45
49.07,58
31.94,31
48.56,60
53.8,66
13.58,0
3.08,0
37.07,46
15.71,0
6.31,0
36.28,43
45.68666666666667,53
35.7,39
54.5,61
47.98,58
28.65,30
17.93,0
31.07,35
55.39,48
63.91,74
56.21,69
14.82,0
8.3,1
50.42,56
65.84,84
39.59,48
35.95,47
60.5,69
47.48,59
13.06,0
48.96,50
8.6,0
48.69,57
28.09,23
42.34,48
39.04,45
57.785,69
40.35,44
60.0,70
40.01,43
9.35,0
50.23,46
59.23,61
48.6,49
40.68,45
9.72,0
47.55,57
20.79,12
41.96,53
49.87,59
30.66,39
8.1,0
26.01,9
51.6,57
56.94,74
41.03,50
13.73,0
29.946666666666665,0
11.16,0
64.23,71
50.2,54
62.89,71
57.71,64
14.07,0
51.16,51
15.13,0
60.41833333333333,64
31.42,31
27.21,23
14.43,8
15.288333333333332,0
50.89,61
11.52,3
57.84,63
10.38,0
4.13,0
34.08,38
63.95,77
10.76,0
48.81,71
17.33,14
24.6,25
27.89,20
66.17,72
17.29,0
68.73,77
17.35,3
6.22,0
60.4,81
50.43,61
53.08,67
46.91,54
56.57,71
10.86,0
32.05,33
18.2,3
55.69,75
48.055,52
5.01,0
15.05,0
32.19,14
12.356666666666666,0
49.25,59
49.52,54
57.27,72
55.955,65
8.85,0
17.163333333333334,0
48.58,55
62.18,70
26.49,23
18.66,2
9.58,0
14.65,0
56.41,69
24.07,21
11.52,0
10.2575,0
62.46,70
33.62,35
58.98,68
43.13,44
66.94,69
38.89,49
40.43,41
12.49,0
56.27,74
47.05,50
54.9,69
8.09,0
44.5,55
32.33,32
13.36,0
58.87,69
10.52,0
55.96,69
16.38,2
57.44,70
42.42,49
26.73,11
12.8,0
50.1,67
25.9,21
50.16,57
34.89,26
56.87,59
29.34,22
14.82,0
8.09,0
66.7,76
9.09,0
7.21,0
45.85,61
10.62,0
12.17,0
7.58,0
12.47,0
80.15933333333334,79
9.51,0
5.08,0
7.98,4
62.675,71
44.16,44
38.38,48
38.25,48
35.34,40
44.0,51
9.12,0
8.52,0
54.84,64
32.82,34
42.09,45
58.09,74
35.82,41
29.69,33
56.24,68
14.98,0
51.58,68
11.98,0
44.27,63
51.05,53
30.59,34
35.76,24
8.98,0
14.15,7
40.3,44
32.96,34
55.52,65
45.67,50
54.91,60
68.17,74
61.72,69
32.98,23
55.17,73
42.38,50
13.89,1
43.89,54
37.575,35
44.85,54
45.33,47
11.35,0
63.34,72
12.32,0
12.3,0
44.8,50
42.01,53
8.87,0
8.06,4
62.5,66
64.55333333333333,84
13.81,0
11.71,0
34.97,32
21.33,13
55.22,58
27.87,30
50.95,68
51.16,64
48.87,60
20.97,0
44.62,47
15.53,5
9.7825,0
9.72,0
11.04,0
14.39,0
52.13,65
24.24,23
32.15,35
12.82,3
60.91,67
7.55,0
46.55,54
26.56,26
8.99,0
59.8,78
11.54,0
70.91,77
20.69,17
49.73,49
9.53,0
22.35,0
49.92,62
45.96,51
59.65,76
29.26,30
49.705333333333336,53
44.91,54
6.49,0
47.0,52
41.1,46
11.39,0
18.1825,0
56.34,67
23.08,15
45.52,50
45.72,57
20.24,20
50.31,65
57.2,60
22.28,20
11.53,0
47.02,61
18.38,0
8.48,0
16.15,0
7.56,0
63.04,76
24.68,19
60.94,66
41.03,49
6.6,2
15.75,0
17.93,0
29.29,37
5.47,0
37.96,53
41.93,48
35.98,40
9.9,0
37.77,48
7.67,0
41.64,47
10.74,3
9.92,1
37.56,39
63.2,67
41.49,51
13.37,1
8.57,0
11.42,0
51.36,54
10.51,0
59.45,67
31.43,35
35.41,36
26.21,17
1.17,0
9.84,0
42.7,43
26.8,35
48.11,53
9.15,0
69.94,83
34.36,36
65.36,77
12.91,0
51.0,67
40.29,46
41.88,41
12.27,0
51.32,63
42.7,45
49.71,53
16.36,6
11.34,6
7.33,0
4.24,0
25.97,26
9.81,5
19.24,4
13.75,1
56.37,58
12.17,0
66.26,77
60.39,75
56.62,68
49.66,59
49.06,66
37.67,41
11.38,0
5.66,2
48.64,58
53.78,61
46.27,55
9.48,2
15.31,6
13.11,0
33.77,38
40.25,50
16.36,4
39.14,52
16.37,12
13.2,8
10.11,0
36.59,48
46.96,58
25.33,19
11.3,0
48.98,58
42.9975,50
7.31,0
60.48,66
39.82,42
61.78,83
73.55,87
50.29,57
14.18,0
45.5,67
12.27,0
70.9,85
13.64,0
20.45,11
11.0,0
45.3,49
42.66,45
35.45,32
66.39,84
40.9,50
55.6,69
11.84,0
31.43,26
51.74,61
15.31,0
16.82,3
24.97,28
8.57,0
54.87,70
12.38,0
45.44,54
54.102,71
51.13,63
11.64,0
21.28,20
33.82,39
41.79,47
8.76,0
52.12,63
42.78,45
16.04,9
14.19,0
24.99,29
11.33,0
12.36,0
54.38,66
47.5,56
42.47,53
51.15,52
41.71,42
54.48,63
38.34,47
7.46,0
6.88,4
42.55,46
15.71,8
19.17,11
9.14,0
12.85,0
40.95,36
10.75,0
37.89,38
22.1,0
18.15,0
15.42,19
34.96,34
10.8,4
43.95,51
45.55,55
32.22,29
50.66,58
10.44,0
32.98,39
20.09,1
34.8,37
43.56,49
35.13,42
49.14,70
8.54,0
25.61,22
57.9,68
6.31,0
48.56,56
35.93,45
31.65,27
10.0,0
41.42,45
54.61,68
27.57,28
39.56,45
12.28,0
70.82,82
52.23,58
34.25,28
53.93,69
11.41,0
11.95,3
47.31,54
11.95,0
43.14,49
10.32,0
39.85,45
58.95,76
39.74,43
43.16,40
54.58,61
65.82,71
5.82,0
48.61,60
15.24,2
30.09,24
11.91,0
10.21,0
37.85,40
55.62,70
7.45,0
12.946666666666667,0
36.13,42
4.39,0
46.64,52
25.75,31
60.01,67
38.81,38
40.36,39
63.25,73
58.8,72
37.91,44
16.63,0
59.2,65
40.73,45
13.54,1
12.44,0
49.78,60
36.19,35
54.81,64
49.13,61
51.0,63
33.85,43
12.64,0
52.95,67
8.93,0
30.88,29
14.05,0
10.9,0
10.2,0
25.29,14
43.44333333333333,54
59.9,79
7.16,0
56.87,66
53.28,66
14.82,0
31.08,41
62.75,66
48.38,53
7.38,0
45.87,50
16.92,0
16.75,0
5.66,0
44.77,48
50.5,59
20.88,12
8.68,0
12.2,0
25.54,31
27.57,29
29.66,26
57.54,68
23.56,22
53.08,58
16.95,0
60.94,72
39.6,41
31.38,29
49.81,55
61.71,77
30.94,34
42.99,42
9.48,0
27.7,32
22.48,18
15.28,0
54.58,56
53.24,61
11.86,0
34.9,40
7.01,0
40.2,43
49.29,52
36.29,35
23.42,24
57.51,70
46.85,53
20.81,7
42.44,44
10.73,0
16.24,0
51.7,61
51.26,63
41.97,58
66.07166666666667,65
43.13,53
8.16,0
12.59,0
50.91,71
31.79,24
58.15,75
14.72,14
59.55,71
47.03,55
22.03,13
51.73,60
13.16,0
57.1,66
12.73,0
18.685,8
15.1,0
44.05,50
34.16,41
45.12,47
24.01,9
54.97,63
44.34,53
18.51,7
43.44,36
51.93,63
55.45,69
44.68666666666666,47
27.11,27
55.06,68
7.65,0
8.64,0
36.93,41
32.67,32
16.01,13
62.5,80
6.87,0
8.2,0
40.4182380952381,73
33.19,29
29.84,25
40.77,47
13.65,0
9.63,0
5.35,0
49.81,63
46.92,57
56.16,74
53.33,71
48.63,58
40.4182380952381,11
31.96,29
25.04,24
51.8,55
66.14,75
55.81,65
54.01,64
40.73,41
19.57,14
46.4,58
36.53,54
12.53,0
38.55,48
12.69,0
11.6,0
56.54,67
18.8,4
47.0,54
24.42,15
17.11,0
14.73,0
45.42,49
42.79,55
55.53,62
12.07,0
47.36,47
10.37,0
56.415,69
39.86,48
6.87,0
38.95,40
21.97,14
45.1,54
21.38,0
10.01,0
47.44,54
57.97,63
13.68,3
48.39,61
40.88,47
11.12,0
11.82,0
24.64,18
11.81,0
80.15933333333334,83
60.15,72
47.8,58
10.67,0
50.77,57
55.16,63
6.505,0
9.56,4
41.12,49
9.1,0
33.45,36
37.77,38
52.49,62
29.0,24
8.94,0
39.71,57
9.79,0
67.74,77
9.96,0
20.17,16
11.73,0
8.85,0
69.19,75
55.29,59
55.14,68
29.7,24
37.14,43
13.77,0
15.62,0
39.43,46
35.67,31
21.71,0
48.65,56
7.33,0
12.23,5
52.19,61
8.044,0
38.73,40
37.29,41
49.48,54
9.45,0
69.77,69
46.48,53
48.51,54
5.7,0
40.39,42
32.4,43
29.36,34
15.64,0
16.7,0
67.11,88
17.41,11
34.82,36
2.65,0
65.67,75
57.12,67
57.75,79
14.5,0
57.64666666666667,70
6.22,0
9.07,2
15.85,0
40.45,38
6.07,0
44.64,53
40.28,52
52.21,62
40.18,46
56.02,61
26.92,28
30.5,24
58.11,69
14.056666666666667,0
11.89,0
12.77,0
15.66,7
46.35,57
62.63,66
51.885,65
17.7,12
9.48,0
14.06,10
28.59,38
58.69,66
44.44,52
9.86,0
9.94,0
54.18,65
41.17,52
50.7,63
65.52,83
9.42,0
57.02,69
29.35,30
28.31,36
34.33,34
7.8,0
52.73,57
7.83,0
7.4,0
10.87,0
10.14,0
40.94,45
8.99,6
58.81,77
20.29,6
21.44,21
9.01,0
44.38,51
53.51,58
29.3,31
61.13,75
36.72,46
42.93,51
49.6,58
47.53,63
32.81333333333333,36
8.916666666666666,0
14.01,2
31.34,33
10.11,0
31.19,30
37.96,47
56.575,60
11.92,0
9.0,2
18.86,12
18.27,0
15.7,0
14.28,2
10.71,0
7.18,0
69.71,90
49.61,57
62.1,75
7.75,0
70.91,77
23.98,14
63.3,74
8.32,0
49.88,63
23.52,23
8.72,0
46.95,52
36.32,48
6.89,0
51.19,62
43.3,44
34.16,37
42.4,45
45.66,51
9.86,0
12.24,0
17.83,15
34.71,38
45.25,49
38.51,47
13.06,0
40.13,42
40.47,40
51.11,63
66.38,81
17.53,0
48.69,57
13.43,0
18.78,0
32.63,32
34.51,35
78.90666666666667,85
11.66,0
15.13,0
65.15,72
33.58,37
7.62,0
55.97,63
62.97,77
40.41,48
18.82,12
11.98,0
49.73,62
10.16,0
46.04,57
55.37,68
10.606666666666667,0
11.49,4
48.31,60
11.273333333333335,0
59.6,69
23.88,0
12.23,0
10.43,3
36.32,44
36.02,37
18.09,14
12.24,0
12.49,1
59.21,73
8.95,0
4.01,1
45.23,55
63.68,73
64.57,77
55.15,60
7.09,0
42.31,51
43.31,42
33.24,39
39.75,39
12.36,0
8.07,0
47.76,55
28.95,31
4.34,0
34.45,37
11.82,0
21.71,13
10.49,0
53.16,71
38.43,43
12.47,0
24.77,27
38.29,45
46.39,54
56.79,64
6.34,0
13.97,0
11.83,0
31.32,24
7.08,0
11.1,7
41.86,45
16.57,0
55.63,66
6.02,0
50.38,60
30.95,21
26.71,24
15.77,10
48.46,61
67.83,73
45.9,56
24.39,22
53.84,77
15.46,0
8.0,2
63.04,76
68.88,86
11.19,0
61.325,60
52.22,58
29.01,29
40.23,53
32.73,38
9.35,0
11.42,0
6.11,0
8.046666666666667,0
56.55,61
35.82,41
9.65,1
32.36,32
52.66,67
34.12,41
47.38,59
33.93,35
9.55,2
15.77,0
34.522,35
42.93,43
32.16,32
12.94,0
13.14,0
33.62,44
15.14,1
18.35,11
43.03,56
45.4,52
47.42,56
60.94,75
50.82,60
10.42,5
13.97,3
8.92,0
18.93,0
62.12,79
35.56,33
65.23,79
11.73,1
10.73,0
22.45,20
55.37,69
18.51,0
40.94,53
52.45,69
34.87,42
41.8,51
37.67,46
24.76,19
6.17,0
8.89,0
36.73,47
25.706666666666663,14
16.94,0
48.1,65
12.56,0
40.99,40
8.22,0
49.62,48
43.29,49
64.18,76
59.92,67
10.25,2
49.64,65
55.44,65
37.88,35
67.0,78
42.68,55
58.93,62
60.45666666666666,69
56.12,66
57.47,70
21.07,16
35.45,51
45.94,57
38.9,41
59.81,74
8.58,0
19.74,0
18.67,13
40.88,45
58.983999999999995,61
50.1,58
9.03,0
53.2,50
60.59,62
13.77,0
45.86,58
39.06,44
9.0,0
34.81,37
46.94,47
6.13,0
47.2,56
24.5,24
53.18,59
56.77,69
43.89,47
6.47,0
29.24,23
35.43,31
17.11,0
52.59,62
51.66,68
40.27,52
30.55,26
12.94,0
6.05,1
19.29,5
29.76,47
37.04,44
28.650666666666666,62
36.44,46
48.59,54
59.24,73
24.23,28
41.21,49
47.17,58
10.13,0
49.18,54
36.58,40
26.47,29
46.85,58
41.06,49
14.276666666666667,2
12.32,0
52.27,60
61.47,73
14.5,0
31.24,29
9.42,0
36.94,53
42.89,56
22.71,25
18.13,0
33.38,44
16.28,0
55.42,73
41.608000000000004,37
32.93,33
40.28,52
74.4,80
13.16,0
5.82,0
61.52,78
11.96,2
25.85,24
49.0,53
46.61666666666666,49
41.54,48
34.03,32
24.43,1
52.84,59
11.62,0
13.5,0
32.56666666666667,37
58.05,72
27.69,27
45.92,55
55.54,72
38.26,41
50.09,60
50.24,58
14.39,0
16.32,6
27.56,0
67.47333333333333,75
13.45,0
21.35,18
3.28,0
60.21,61
16.19,0
15.04,8
41.67,52
5.32,0
17.5,0
47.31,51
12.87,1
49.77,58
61.04,73
10.21,1
11.79,0
65.47,77
18.41,12
41.42,38
62.56,72
28.65,22
9.83,0
44.77,48
47.14,60
43.31,51
13.17,0
15.71,0
54.45,64
63.9,74
45.74,54
27.31,22
11.85,0
4.82,0
63.68,76
15.84,7
46.22,64
64.36,81
48.526666666666664,56
57.0375,57
27.43,16
13.89,1
38.43,41
38.34,46
48.7,55
17.42,0
22.13,10
25.6,15
52.72,53
9.96,0
19.68,18
12.68,5
49.31,64
29.77,30
45.64,51
16.02,0
14.93,0
56.36,75
64.355,76
15.16,5
30.4,25
8.17,0
11.22,5
33.31,34
4.76,0
17.91,0
4.35,0
45.53,55
45.12,58
25.06,19
59.44,75
25.24,30
32.84,30
7.67,0
25.02,32
60.98,69
17.07,0
12.32,0
41.82,48
12.63,0
13.18,0
46.83,59
14.76,0
18.11,14
50.12,58
42.02,42
9.28,0
19.19,16
48.02,53
32.73,26
55.47,61
45.0,53
9.77,0
31.0,31
48.11,52
52.61,67
18.23,3
12.81,0
12.58,0
11.17,8
20.293333333333337,1
60.62,80
13.67,0
40.7,48
42.84,48
65.89,78
39.5,45
9.56,0
15.62,0
9.06,0
43.03,50
8.04,0
10.04,0
26.39,15
27.48,27
30.016666666666666,22
45.16,44
52.12,62
52.77,61
50.46,61
14.39,0
54.276,57
46.34,53
53.11,57
45.37,52
56.67,65
39.9,40
14.93,0
38.55,42
13.93,0
8.7,0
16.023333333333333,0
34.89,37
10.8,0
17.69,0
8.97,0
57.93,73
37.5,37
29.92,32
55.735,70
5.71,2
32.95,39
24.43,21
42.96,49
16.14,14
20.82,14
47.58,55
30.81,34
18.94,0
40.625,39
57.41,67
21.26,4
34.89,30
14.8,1
17.03,11
7.15,0
9.98,3
13.99,0
63.28,79
31.53,25
40.14,37
15.97,5
46.22,53
41.785,42
15.9,1
57.94,71
56.32,69
7.95,0
22.16,0
44.63,47
55.07,64
12.41,0
52.14,61
34.83,39
66.25,71
69.34,78
40.3,49
59.42,64
13.74,0
50.98,55
54.54,67
29.38,30
37.01,37
69.48,73
33.27,33
49.06,56
45.68,53
72.41,83
40.82,49
7.43,0
45.8,51
23.04,10
61.29,67
34.98,45
11.93,0
54.68,65
47.24,54
16.84,6
56.92,64
32.6575,30
39.84,41
13.02,1
55.51,68
43.58,59
64.83,70
4.49,0
51.25,61
42.78666666666666,49
5.92,0
20.35,11
6.98,0
10.44,1
58.354666666666674,56
5.75,1
14.91,3
17.43,10
23.4,21
14.37,0
7.67,0
8.4,0
10.83,0
53.75,61
7.36,0
37.76,46
